title,content,link,sources
"Paper & Tea Completes Second Seven Figure Financing
","Paper & Tea, a Berlin, Germany-based lifestyle brand for high-quality tea, completed a second seven figure financing. 
 Backers included business angels from the fashion industry as well as London-based Howzat Partners.
 The company intends to use the funds to continue to expand operations.
 Led by Jens de Gruyter, Founder and Managing Director, Paper & Tea is a specialty tea company inspired by tea’s legacy throughout the ages as an agent of communication, creativity and culture. It sells White, Yellow, Green, Oolong, Black, Pu-Erh, Scented & Blended teas and herbal infusions teas, accessories and offers gitf cards.","http://www.finsmes.com/2015/09/paper-tea-completes-figure-financing.html
",FinsmesGermany
"Triton Water Receives Investment from EDBI and Wölbern Private Equity
",,"http://www.finsmes.com/2010/12/triton-water-receives-investment-from-edbi-and-wolbern-private-equity.html
",FinsmesGermany
"Wunsch Brautkleid Raises €158K via Companisto
","Wunsch Brautkleid, a Berlin, Germany-based marketplace for new, used and customized wedding dresses, raised €158k in equity crowdfunding.
 441 backers invested in the company via Companisto.
 The company intends to use the funds to expand its offering and add accessories, introduce other verticals (photographers, venues, wedding planner), and prepare to go abroad (in 2014).
 Established in 2012 by Fabian Westerheide and Michael Heid, Wunsch Brautkleid operates a marketplace for new, used and customized wedding dresses. It allows women to find their dress and sell it after the wedding. It now features over 1,400 dresses from 120 different designers.
 Backers in the company already included Lukasz Gadowski, Burckardt Bonello and Christian Gaiser.","http://www.finsmes.com/2013/08/wunsch-brautkleid-raises-e158k-companisto.html
",FinsmesGermany
"GNA Biosolutions Raises €6M in Series B Financing
","GNA Biosolutions GmbH (GNA), a Munich, Germany-based manufacturer of ultrafast pathogen diagnostic instruments, raised €6m in Series B financing round.
 The round was led by Robert Bosch Venture Capital (RBVC), with participation from SHS Gesellschaft für Beteiligungsmanagement GmbH, b-to-v Partners, and UnternehmerTUM-Fonds and existing shareholders Mey Capital Matrix and KfW.
 The company intends to use the funds to bring its first product, the Pharos400 instrument, to market maturity.
 Founded in 2010 and led by Drs. Lars Ullerich, Federico Bürsgens and Joachim Stehr, GNA works with a laser-based PCR process to facilitate reliable pathogen detection. The technology enables physicians and hospitals to diagnose bacterial diseases within minutes, with no need for time-consuming laboratory diagnostics. The specific DNA sequences for the pathogen under investigation are extracted and artificially multiplied (Polymerase Chain Reaction = PCR). The laser component of the technology is used for the necessary PCR thermo-cycling process (sample heating and cooling) and to read out results.
 The company was spun-out of the Institute for Photonics and Optoelectronics at Ludwig-Maximilians-Universität, Munich, in 2010.","http://www.finsmes.com/2015/07/gna-biosolutions-raises-e6m-in-series-b-financing.html
",FinsmesGermany
"Tazaldoo Raises €250K in Equity Crowdfunding to Develop Tame
","Tazaldoo UG, a Berlin, Germany based developer of software solutions that enable information professional to find and analyze relevant content and sources across social media, recently raised €250k in equity crowdfunding.
 808 investors backed the company via companisto.de.
 Founded by in 2012 CEO Frederik Fischer, COO Torsten Müller and CTO Arno Dirlam, Tazaldoo has recently launched Tame, a browser-based personalized context search engine for Twitter, which provides users (journalists, politicians and marketing experts) with an overview about their timeline activity and suggests hashtags, experts and content for any search term.
 The company is using the funds to advance the technology and infrastructure, and expand its marketing and sales efforts.
","http://www.finsmes.com/2013/05/tazaldoo-raises-e250k-equity-crowdfunding-develop-tame.html
",FinsmesGermany
"Caresyntax Raises $11.9M in Funding
","caresyntax, a Boston, MA-based healthcare integration and analytics company, raised $11.9m in funding. 
 Norgine Ventures, a Luxembourg-based investor supporting innovative healthcare solutions, made the investment.
 A sister company of Berlin-based S-CAPE GmbH, co-founded by Dennis Kogan, CEO, and Bjoern von Siemens, caresyntax provides hospitals and ambulatory surgical centers with an integration and analytics platform to identify and manage risk, automate workflows, enhance knowledge sharing, and reduce surgical variability.
 The platform aggregates structured and unstructured data from OR devices, and blends it with EHR (Electronic Health Records) and other data sources to decipher the causes of surgical variations and make recommendations for fixing them, resulting in reduced readmissions, improved patient safety and better clinical workflows.
 The company intends to use the funds to accelerate product development and open its new North American headquarters in Boston, build upon its established U.S business through longstanding partnerships with GE, Medtronic and Siemens.
 Caresyntax will establish its first full-time U.S. operations and headquarters in downtown Boston in October with plans to add more than 10 employees by the end of 2017.","http://www.finsmes.com/2017/09/caresyntax-raises-11-9m-in-funding.html
",FinsmesGermany
"BrandMaker Raises over $30M in Funding
","BrandMaker, a Karlsruhe, Germany-based provider of marketing resource management solutions, raised over $30m in funding.
 Backers included Pinova Capital and a fund run by L-Bank.
 The company intends to use the funds to further expand operations, technology capabilities and marketing in Europe and the United States.
 Led by Mirko Holzer, CEO and co-founder, BrandMaker is a provider of Marketing Resource Management (MRM) systems for companies to organize and monitor their marketing campaigns, maintain their brand presence, and prepare and adapt relevant marketing content. The platform includes modules for brand management, marketing planning, campaign control, digital asset management, the automation of advertising material production, and advertising logistics, as well as for advertising performance evaluation and local area marketing.
 Clients include Audi, Bayer, Butlers, Carl Zeiss, Ernst & Young, Hewlett Packard, Humana, Kyocera, Maybank, MetLife, Michelin, Pandora, Roche, UBS, and Volkswagen.
 The company, which employs more than 185 people, has a a U.S. subsidiary, BrandMaker, Inc., headed by Bill McInerny and David Ryan, and based in Atlanta.","http://www.finsmes.com/2014/09/brandmaker-raises-over-30m-in-funding.html
",FinsmesGermany
"Testbirds Raises €2M in Venture Capital Funding
","Testbirds, a Munich, Germany-based provider of innovative software testing solutions, raised €2m in venture capital funding.
 Backers included Extorel, Falk F. Strascheg, b-to-v Partners, Seventure Partners.
 The company intends to use the funds to enhance existing services, add new technologies and products to its portfolio, expand worldwide and open opportunities in new target markets, increase staff and build teams in new countries.
 Co-founded in 2011 by Philipp Benkler, Georg Hansbauer and Markus Steinhauser, Testbirds specializes in the testing of software such as apps, websites and Internet of Things applications by using innovative technologies and solutions.
 The company, which works with large scale clients such as Audi, Allianz, Deutsche Post, Henkel and Western Union, offers cloud based services for testing a variety of software to its clients, such as BirdFlight™, a beta app distribution platform, or the test infrastructure solution, TestChameleon™.
 Testbirds also has offices in the UK, the Netherlands and Sweden as well as franchise partners in Hungary and Slovakia and sales partners in Italy and North America.","http://www.finsmes.com/2016/02/testbirds-raises-e2m-in-venture-capital-funding.html
",FinsmesGermany
"Traxpay Raises $4M in Funding
","Traxpay, a Mountain View, California-based business-to-business (B2B) real-time payment provider, has raised $4m in funding.
 The round was led by Earlybird Venture Capital.
 The company intends to use the funding to expand in Europe, and in the United States (in Q3 2012).
 Led by newly appointed CEO John Bruggeman, Traxpay provides an enterprise-class solution – which has been developed in partnership with Accenture – for sending and receiving payments across a supplier and/or customer network
 The company has R&D operations in Cologne, Germany.","http://www.finsmes.com/2012/06/traxpay-raises-4m-funding.html
",FinsmesGermany
"Electrochaea Closes Series A Venture Round
","Electrochaea, a Munich, Germany-based cleantech startup, closed a several million Euros Series A venture round.
 Backers included Munich Venture Partners, b-to-v, Caliza Holding, Focus First, KfW, and Sirius Venture Partners.
 The company intends to use the funds to grow the international team at the new headquarters in Munich, to pursue intellectual property, and to provide equity capital to the technology demonstration project BioCat in Copenhagen (Denmark).
 Led by Mich Hein, CEO, Electrochaea develops grid-scale energy storage technology known as power-to-gas. The company’s process converts low-cost and stranded electricity into pipeline-grade renewable gas for direct injection into the existing natural gas grid. Once in the grid, the gas can be stored for weeks and months and used for power production, heating applications, or in transportation.","http://www.finsmes.com/2014/11/electrochaea-closes-series-a-venture-round.html
",FinsmesGermany
"KPMG International Launches New Investment Fund
","KPMG International, the global firm that provides audit, tax and advisory services, has just launched a new investment fund.
 KPMG Capital will focus on supporting technology partnerships, strategic alliances and the recruitment of top professionals to create new data and analytics (D&A) solutions.
 Investment will be made in a number of business areas including:
 – enhancing business flexibility;
 – finance;
 – regulation and compliance;
 – improving workforce productivity; and
 – customer and revenue growth.
 Led by Mark Toon, CEO, The fund will work to develop solutions that will focus on growth sectors such as healthcare, financial services, energy and telecommunications.
 KPMG Capital is not open to third party investment.","http://www.finsmes.com/2013/11/kpmg-international-launches-investment-fund.html
",FinsmesGermany
"Deutsche Private Equity Establishes DID Industriedienstleistungen Holding; Invests in Sonesto
",,"http://www.finsmes.com/2010/12/deutsche-private-equity-establishes-did-industriedienstleistungen-holding-invests-in-sonesto.html
",FinsmesGermany
"Konux Completes $20M Series B Financing
","Konux, a Munich, Germany-based IIoT startup, completed a $20m series B financing round. 
 The round was led by New Enterprise Associates (NEA), with participation from the MIG funds and all other existing financial investors.
 The company intends to use the funds to accelerate product development and drive international market expansion
 Led by CEO Andreas Kunze, Konux combines smart sensors and AI-based analytics to enable higher train punctuality and network capacity through predictive maintenance planning and an optimized utilization of railroads. The solution allows clients to continuously monitor their infrastructure, identify maintenance needs ahead of time, and improve operational efficiency.
 The company aims to be active in more than half a dozen countries by the end of the year.","http://www.finsmes.com/2018/04/konux-completes-20m-series-b-financing.html
",FinsmesGermany
"Haltermann Products Acquired by H.I.G. Europe
","Haltermann Products, a Hamburg and Speyer, Germany-based producer of hydrocarbon chemicals as well as test & reference fuels, has been acquired by funds advised by H.I.G. European Capital Partners GmbH from The Dow Chemical Company.
 H.I.G. Europe will focus on growth outside its core German market as well as the extension of the company’s product portfolio. The Haltermann business will be headed by Dr. Uwe Nickel, formerly board member of Clariant AG; prior to joining the company, he managed the chemicals practice of consulting firm Arthur D. Little.
 Founded more than 100 years ago and operating from its two production sites in Hamburg and Speyer, Haltermann generates produces refinery products for use in graphic arts, plastics processing, automotive, pharma, fine chemicals, electronics, cosmetics and coatings.
 The company has a strong blue chip customer base.","http://www.finsmes.com/2011/07/haltermann-products-acquired-h-i-g-europe.html
",FinsmesGermany
"Smava Receives $34M in Venture Capital
","smava, a Berlin, Germany-based marketplace lender, closed a $34m funding round. 
 The round was led by growth investor Runa Capital, with participation from Verdane Capital and mojo.capital as well as existing investors Earlybird Venture Capital. In conjunction with the funding, Andre Bliznyuk, Partner at Runa Capital, and Hendrik Aspén, Partner at Verdane Capital, will join the advisory board of smava.
 The company intends to use the funds to expand its customer base, hire additional talent and continue enhancing its scoring technology.
 Led by Alexander Artopé, CEO and co-founder, smava is a marketplace lender which offers both bank-branded and funded third-party loans as well as loans which are funded by private individuals (P2P loans) ranging from 1,000 to 120,000 Euros.
 To date, the company has originated more than $1.75 billion in loans through its marketplace platform.
 It has more than 180 employees.","http://www.finsmes.com/2016/10/smava-receives-34m-in-venture-capital.html
",FinsmesGermany
"Asana Yoga Raises Seed Funding
","Asana Yoga, a Berlin, Germany-based yoga app, raised a seed funding round of undisclosed amount. 
 Backers included High-Tech Gründerfonds, Astutia Ventures, Florian Huber, Jeannette Fürstenberg and Sebastian Johnston.
 Founded in 2015 by Pascal Klein, CEO, Asana Yoga provides a package including:
 – Yoga e-commerce, featuring a product selection of yoga mats, fashion and retrats,
 – an online magazine with more than 100,000 monthly readers integrated in a huge community answering questions about the yoga sector and a mobile app (Asana Rebel).
 – the Asana Rebel mobile app, which acts as a personal yoga studio bringing to users more than 120 videos in HD quality offering guidance from an experienced yoga teacher – both yoga basics for beginners, as well as new advanced asanas.
 All sessions are based on the personal goals of the user: relaxation, health, flexibility, happiness and fitness.
 The company participated in the ProSiebenSat1 Accelerator, a three-month startup program of ProSieben and Sat1 in summer 2015.","http://www.finsmes.com/2016/03/asana-yoga-raises-seed-funding.html
",FinsmesGermany
"SimScale Closes Funding
","
 SimScale, a Garching near Munich, Germany-based web-based engineering simulation platform, closed a round of funding of undisclosed amount.
 Backers included High-Tech Gruenderfonds, Bayern Kapital and a consortium of business angels.
 The company intends to use the capitasl for the further development of its platform.
 Co-founded in 2012 by David Heiny and other four mechanical engineers, computer scientists and mathematicians, SimScale provides engineers with a web-based platform that simplifies the access to numerical simulation by integrating a wide range of tools from Fluid Mechanics, Structural Mechanics and Thermodynamics in one user interface, that can be tested free of charge at www.simscale.de.","http://www.finsmes.com/2013/02/simscale-closes-funding.html
",FinsmesGermany
"tado Raises US$50M in New Financing Round
","tado°, a Munich, Germany-based intelligent home climate management company, raised US$50m in funding. 
 Backers included Amazon, E.ON, Total Energy Ventures, Energy Innovation Capital, Inven Capital, the European Investment Bank and others.
 The company, which has raised US$102m in total funding to date, aims to strengthen its position with products and to extend its service offerings.
 Led by Toon Bouten, CEO, and Christian Deilmann, Co-founder and CPO, tado provides smart thermostats that connect heating and air conditioning systems to the internet. The smartphone app detects when residents are leaving or approaching their home, or when windows are opened, to set temperatures efficiently. Additionally, weather forecasts and adapting algorithms further contribute to save on heating costs, while improving comfort and wellbeing.
 tado’s products can be purchased from all European Apple stores, from over 30 utility companies, and many more leading retailers and partners.
 The company has 180 employees.","http://www.finsmes.com/2018/10/tado-raises-us50m-in-new-financing-round.html
",FinsmesGermany
"DirectPhotonics Industries Secures up to €3.3M Investment
","DirectPhotonics Industries GmbH, a Berlin, Germany-based provider of ultra-high brightness direct diode laser solutions for material processing, secured an up to €3.3M investment.
 Backers included existing shareholders and a new significant industrial strategic partner.
 The capital will be used to accelerate growth and further develop a kW laser material processing product line.
 Founded in 2011 by Wolfgang Gries, CEO, DirectPhotonics develops and produces ultra-high brightness direct diode laser solutions for use in micro and macro-material processing applications/markets.","http://www.finsmes.com/2015/06/directphotonics-industries-secures-up-to-e3-3m-investment.html
",FinsmesGermany
"Inventorum Closed Second Seed Round
","Inventorum, a Berlin, Germany-based provider of a multi-channel solution for local retailers, closed its second round of seed financing.
 The amount of the deal was not disclosed.
 Backers included High-Tech Gruenderfonds, Klingel New Media, Vogel Ventures and MCB Salt.
 Founded in 2012 by Managing Director Christoph Brem, Inventorum provides a Software as a Service (SaaS) digital point-of-sale solution for local retailers featuring tools to simultaneously manage stores on- and offline. The solution, optimized for mobile devices, combines cash management, inventory management, customer support and e-commerce capability in one system.
 The company’s team also includes Andreas Balke (CTO), Sarah Syed, Director Strategic Development, and Ferry Hötzel, Chief Product Officer.","http://www.finsmes.com/2013/10/inventorum-closed-seed.html
",FinsmesGermany
"Nanometrics Acquires Nanda Technologies
","Nanda Technologies, GmbH, a Munich, Germany-based developer of a high-throughput, high-sensitivity defect full wafer inspection technology for semiconductor manufacturing, has been acquired by Nanometrics Incorporated (Nasdaq: NANO), a supplier of solutions for advanced process control headquartered in Milpitas, California.
 Nanometrics has paid approximately $23m in cash for Nanda. The purchase includes facilities, staff, intellectual property, and technology assets, and establishes the SPARK team as the center of excellence for inspection technology within Nanometrics.
 Nanda’s proprietary SPARK technology captures full-wafer surface inspection images – at high-volume production speeds – allowing customers to achieve precise wafer inspection and 100% device sampling for the most advanced technology nodes. The platform supports a wide range of surface materials and topographies. This acquisition allows Nanometrics to add a cutting-edge macro defect inspection technology to its portfolio of metrology solutions.
 With the closing of the same deal, Lars Markwort, CEO of Nanda Technologies, becomes general manager of Nanometrics’ Inspection business unit.
 In 2006, year of its foundation, Nanda was backed by the High-Tech Gründerfonds. It currently employs 27 people in Munich.","http://www.finsmes.com/2011/11/nanometrics-acquires-nanda-technologies.html
",FinsmesGermany
"zanox Acquires metrigo
","zanox, a performance advertising network, acquired a majority share in Hamburg, Germany-based performance display provider metrigo.
 The amount of the transaction was not disclosed.
 Founded in 2011, metrigo is a portfolio company of Berlin-based company builder Project A Ventures, which provided a large parts of its seed funding, Performance Media and Martin Sinner.
 Led by managing directors Tobias Schlottke, Christian Müller and Philipp Westermeyer, metrigo provides data-driven solutions for direct response driven display advertising campaigns. Its proprietary Demand Side Platform (DSP) includes Data Management, Real Time Bidding and Ad Serving.
 The platform provides direct access to leading inventory marketplaces in Europa such as Appnexus, Rubicon, PubMatic, Improve Digital and Doubleclick AdExchange, and additionally to premium traffic from top AGOF publishers.
 It is used by companies such as Zalando, Mobile.de, Sportschek, Performance Media, Mister Spex and Blau.de.
 With the acquisition of metrigo, zanox will accelerate development and internationalization of its new product segment “zanox Performance Display”.
 Martin Rieß, the zanox country manager DACH, will join the extended management of the company.","http://www.finsmes.com/2013/11/zanox-acquires-metrigo.html
",FinsmesGermany
"Clean Mobile Completes €7.7M Series B Financing
",,"http://www.finsmes.com/2011/04/clean-mobile-completes-e7-7m-series-b-financing.html
",FinsmesGermany
"Nutzvieh24 Receives Seed Funding from High-Tech Gründerfonds
",,"http://www.finsmes.com/2010/10/nutzvieh24-receives-seed-funding-from-high-tech-grunderfonds.html
",FinsmesGermany
"6Wunderkinder Raises $4.2m from Atomico
","6Wunderkinder, a Berlin-based startup that designs and develops cloud-based, platform independent productivity applications, has raised $4.2m from Atomico, the venture capital firm led by co-founder of Skype Niklas Zennström.
 The company intends to use the funds to accelerate product development and launch its next product –  Wunderkit – globally.
 Launched in 2010 by CEO Christian Reber, 6Wunderkinder is already on the market withy its first product – Wunderlist, which is a free task management tool for Windows, Mac, Android, iPhone/iPod Touch and the Web. As said above, they are now developing Wunderkit, which is designed to allow users to organize their personal and professional life (it is currently in beta)
 
 The company is currently hiring (http://www.6wunderkinder.com/we-are-hiring/).
 FinSMEs
 17/11/2011","http://www.finsmes.com/2011/11/6wunderkinder-raises-4-2m-atomico.html
",FinsmesGermany
"Basefarm Acquires The unbelievable Machine Company
","Basefarm, an Oslo, Norway-based Managed Services Provider for mission critical IT, acquired The unbelievable Machine Company (*um), a Berlin, Germany-based service provider for Big Data, cloud and managed cloud services in Germany and Austria.
 The acquisition is backed by Basefarm main shareholder ABRY Partners, a US private equity firm focused on investments in Media, Communications and Business & Information Services. The amount of the deal was not disclosed.
 With the acquisition, Basefarm extends their target market from the Nordics and the Netherlands to include Germany and Austria. The combined business will have ~100m€ in revenues this year in addition to a wider service offering. Services will range from cloud hosting, security and managed services, to Big Data services, giving customers additional and more business oriented service options.
 Founded in 2008, *um specializes in Big Data (Data Science & Data Engineering) and Cloud Services for individual business challenges of customers such as the German Postal Service (Deutsche Post), Gebr. Heinemann, Audi, Delivery Hero, Deutsche Welle, Metro Group, and Parship. It now has approx. 120 employees located in Berlin and Vienna. Following the deal, *um will continue to work under its brand name in Germany and Austria. Managing Director Ravin Mehta will remain Country Manager Germany and Austria, and as such become a member of the Executive management team of Basefarm, as well as a major shareholder in Basefarm, going forward.
 Led by Fredrik Ohlsén, CEO, Basefarm provides application management and hybrid cloud solutions, with services ranging from colocation in our own data centers to fully managed solutions on private and public cloud platforms. Founded in the Nordics, it has 400 employees in Norway, Sweden and the Netherlands.
 FinSMEs","http://www.finsmes.com/2017/06/basefarm-acquires-the-unbelievable-machine-company.html
",FinsmesGermany
"AIM3D Raises €1.4M in Funding
","AIM3D GmbH, a Rostock, Germany-based 3D metal printer manufacturer, raised €1.4m in funding. 
 Backers included High-Tech Gründerfonds, automotive supplier Brose Group, and the Mittelständische Beteiligungsgesellschaft MV.
 A spin-off of the University of Rostock and led by Managing Director Vincent Morrison, AIM3D has developed a new process for the production of metal parts using the 3D printing process. The company’s technology enables the manufacturing of components made of typical materials of automotive series production in 3D printing.
 The goal now is the industrialization of 3D printing via standard injection molding granules, CNC technology and automation interfaces.
 The ExAM 255 will be launched in spring 2019.","http://www.finsmes.com/2018/11/aim3d-raises-e1-4m-in-funding.html
",FinsmesGermany
"reBuy Receives Equity Financing from Iris Capital
","reBuy reCommerce GmbH, a Berlin, Germany-based re-commerce business of entertainment products, received an equity financing led by Iris Capital.
 The amount of the transaction was not disclosed.
 Iris Capital joins a group of German private and venture capital investors including Hasso Plattner Ventures, DuMont Venture, Mountain Cleantech and Klaus Wecken.
 The investment will allow the company to grow its business.
 Created in 2004 as trade-a-game and led by Lawrence Leuschner, co-Chief Executive Officer, reBuy provides a platform for the trading of pre-owned goods and devices in multiple categories including mobile devices, Apple products, tablets and video consoles, books, video games, DVDs and CDs. reBuy sources the products from individuals who can sell their products for a fixed price to rebuy and from business partners (overstock, store samples, returned goods, trade-in devices etc.).","http://www.finsmes.com/2013/03/rebuy-receives-equity-financing-iris-capital.html
",FinsmesGermany
"wooga Raises $24M in Series B Financing
","wooga, a Berlin, Germany-based developer of online social games, has raised $24m in Series B financing.
 The round was led by Highland Capital Partners, with participation from Tenaya Capital and existing investors Balderton Capital and HV Holtzbrinck Ventures (read the news). 
 In conjunction with the funding, Fergal Mullen, General Partner at Highland, will join wooga’s Board of Directors.
 The company intends to use the new capital to accelerate the development of new social games. Founded in 2009  and led by Jens Begemann, the company specializes in producing games for Facebook users to play with their friends; titles include Brain Buddies, Monster World, Diamond Dash and Bubble Island.
 wooga currently employs an international team of 85 people from 20 countries.","http://www.finsmes.com/2011/05/wooga-raises-24m-series-financing.html
",FinsmesGermany
"AppLift Raised Additional $7M from Prime Ventures
","AppLift, a Berlin, Germany-based mobile games marketing platform, raised additional $7m from Prime Ventures.
 Part of the investment comes as a secondary towards AppLift’s majority shareholder HitFox Group.
 The company will use the funds from the investment to further expand globally and hire additional people in tech, product and business development.
 Founded in 2012 by HitFox Group and CEO Kaya Taner and Tim Koschella, AppLift provides mobile game advertisers with a marketing platform to acquire loyal, quality gamers at scale on a CPI basis. Media partners can monetize their traffic with relevant game offers, on both iOS and Android through native advertising formats.
 The company, which partners with more than 100 quality game publishers such as King, Wooga and EA and with 1000+ media partners, has offices in San Francisco and Seoul.
 AppLift has also announced the hire of former Rocket Internet managing directors Dr. Hendrik Harren (Berlin-based Managing Director and Chief Operating Officer) and Stephen Chung (Managing Director for Asia).
 It now employs over 65 people across its three global offices.
 FinSMEs","http://www.finsmes.com/2013/10/applift-raised-additional-7m-prime-ventures.html
",FinsmesGermany
"European Fund Boundary Holding Announces Funding in German AI Startup KONUX
","Global investment fund Boundary Holding recently announced its investment in KONUX, an Industrial IoT and AI analytics company based in Munich, Germany.
 Co-Founded by Andreas Kunze (CEO), Dennis Humhal (COO), and Vlad Lata (Vice-Chairman), KONUX combines smart sensors and AI-based analytics to enable higher train punctuality and network capacity through predictive maintenance planning and an optimized utilization of railroads.
 Recently KONUX was named one of the most innovative scale-ups worldwide by the World Economic Forum. The organization has also secured investments from New Enterprise Associates (NEA), Alibaba Group, Upbeat Ventures, MIG AG, and Andy Bechtolsheim. It raised €11.5 million as an extension of its Series B round, bringing the total amount raised in the round since last year to €29 million, and the total raised to date by the startup to €44 million.
 The (undisclosed) investment by Boundary Holding is part of this Series B1 round, facilitating funds for the organization and giving it exposure across different international markets – which considering Boundary Holding’s international presence would prove to be helpful for KONUX’s international expansion in railway analytics and optimization.
 Final terms of the investment were followed by a close-set meeting wherein, Rajat Khare, the founder of Boundary Holding and Andreas Kunze met in London and Zurich to discuss terms, investment scope and the potential of partnership. The synergy between the founders, their thoughts and expectations set the stage for the investment. Furthermore, Rajat Khare was enthused by Andreas’ commitment, dedication and pragmatic humility, which he found to be akin to his outlook.
 With the investment, Boundary Holding has forayed into the IIoT industry, which currently holds immense potential for AI-based critical infrastructure overhaul, including changes to its transport, utility and logistics systems.
 The investment aligns with Boundary Holding’s versatile AI portfolio, its proclivity towards investing in AI-based critical infrastructure and next-gen technologies, related to railway analytics and predictive maintenance. It is also in accord with a global investment trend in Industrial IoT, wherein several organizations are betting on IoT to revamp conventional industries and markets.","http://www.finsmes.com/2019/04/european-fund-boundary-holding-announces-funding-in-german-ai-startup-konux.html
",FinsmesGermany
"The Importance of a UK and Germany Post-Brexit Trade Deal
","Brexit negotiations are in full swing, yet there is still a lot of uncertainty surrounding the future, not just for the UK but for many of the countries it does regular trade with. Germany is the UK’s second largest trading partner after the USA, accounting for 10.7% of UK exports in 2016 at a value of $43.6 billion. For this reason, after Brexit it is vital for both nations, businesses and SMEs that a good trade deal is put in place.
 Current Negotiations
 As probably the most powerful nation in the EU, Germany is taking quite a hard-line stance in the UK’s Brexit negotiations. In one of the latest round of negotiations they demanded that the UK pay for its financial firms to have access to EU markets and is against any kind of bespoke deal that the UK may be trying to carve out.
 In many ways Germany’s position poses a big risk to the UK’s aim to get a more tailor-made exit route. The only way it will step aside is if the UK drops opposition to substantial budget payments. If this leads to frosty relations developing between the two nations, then agreeing a further trade deal post-Brexit could prove difficult and detrimental to both sides.
 Job Risks
 Already there are plenty of warning that many jobs in the UK could be at risk after Brexit, especially in the financial sector with a lot of large companies expected to move out of London. Yet there are also risks to the German job market, such as in the auto industry. One report claims that 14,000 jobs at car suppliers in Germany could be lost, for example. Germany and the UK rely on each other in a lot of sectors, so hashing out a trade deal will be in both of their best interests to reduce the chance of job losses.
 Logistical Impacts
 A key part of trade involves the logistics of arranging deliveries to and from both countries. Fresh barriers after Brexit and that new trade deals could impose may make it a lot more difficult and more expensive for businesses from SMEs to large corporations to send goods overseas.
 To deliver a parcel to Germany at the moment is fairly simple. TNT offer services from economy to time definite that can suit all sorts of businesses. After Brexit the costs of sending a parcel to Germany could increase, with additional custom duties, though hopefully logistics companies will be prepared to deal with these.","http://www.finsmes.com/2018/02/the-importance-of-a-uk-and-germany-post-brexit-trade-deal.html
",FinsmesGermany
"Salesforce Consultancy Empaua Receives Growth Investment from Salesforce Ventures
","Empaua, a Berlin, Germany-based Salesforce consultancy, received an investment from Salesforce Ventures.
 The amount of the deal was not disclosed.
 The company will use the funds to continue to expand operations.
 Co-founded Jonathan Seoane, Julian Teicke, Malte Warczinski, and Gonzalo Abruna, Empaua is an independent Salesforce consultancy and Salesforce, Marketing Cloud, and “Salesforce for startups” partner. Focusing specifically on startups, the company’s services include consulting, implementation, migration, development, training, and maintenance concerning Salesforce and business processes.
 Clients include hot startups including Number 26, Zencap, bookingkit, Applift, TechFounders, Acomodeo, Financefox, fintech company builder Finleap, etc.
 Empaua also has offices in London, Barcelona, Madrid and Zurich.","http://www.finsmes.com/2016/06/salesforce-consultancy-emapaua-receives-growth-investment-from-salesforce-ventures.html
",FinsmesGermany
"Steadfast Capital Acquires Stake in Hermesmeyer Group
","Steadfast Capital Fund III, LP, acquired a stake in Hermesmeyer Group, a German manufacturer of meat products.
 The amount of the deal was not disclosed.
 Together with Frank Hermesmeyer, who continues to be the CEO and a stakeholder in the group, Steadfast Capital will support the group’s regional expansion as well as the ongoing strategic and personnel development of the company.
 Founded by the Hermesmeyer family in the 1960s and managed by Frank and Dirk Hermesmeyer, Hermesmeyer is a manufacturer of meat products (primarily sausages) and a wholesale distributor of items for the food industry. Headquartered in Mülheim an der Ruhr (North Rhine-Westphalia), the business operates its own logistics fleet specialising in delivery to small restaurants and wholesalers, mainly in NRW.
 The group offers a product range of approximately 2,000 food and non-food products, comprising own and third-party brands as well as private label goods.","http://www.finsmes.com/2015/06/steadfast-capital-acquires-stake-in-hermesmeyer-group.html
",FinsmesGermany
"Crowdfox Raises €5M in Funding
","Crowdfox, a  Cologne (Köln), Germany-based next generation online marketplace, raised €5m in funding. 
 Backers includes Dr. Axel Meyer, Dr. Thomas Fischer, Peter Hartkopf, Manon Goo, Arndt Geiwitz and Dirk Pahlke, among others.
 The company intends to use the funds to expand operations in Germany and launch abroad.
 Led by CEO Wolfgang Lang, COO Dirk Schäfer, Stefan Marketer Lenhof and CTO Andreas von Oettingen, Crowdfox is a club leveraging automated and semantic matching processes to provide fair product and price data and a better relationships between merchants and members. 
 Crowdfox already processes more than 500 million merchant, product and price information a day.
 FinSMEs","http://www.finsmes.com/2016/03/crowdfox-raises-e5m-in-funding.html
",FinsmesGermany
"CareerFoundry Closes Seed Funding
","CareerFoundry, a Berlin, Germany-based provider of online mentored courses in UX design and web development, closed a round of seed funding.
 The round was led by Tengelmann Ventures, with participation from Stefan Glänzer, Paul Föckler and Victor Henning of Mendeley.
 The company intends to use the funds to accelerate growth, increase support services, and expand courses in new verticals.
 Led by CEO and co-founder Raffaela Rein, CareerFoundry is online career accelerator for vocational tech skills. Their courses are taught by industry experts through online tools, a supportive student community, and experienced mentors available remotely via Skype.
 The company recently partnered with the EBS Business School Oestrich-Winkel to offer the first ECTS credit bearing elective on digital competencies in Germany and Zeppelin University to offer students a special summer course in web development.","http://www.finsmes.com/2015/06/careerfoundry-closes-seed-funding.html
",FinsmesGermany
